134,it is ok if it is not done today,N,29,10014,########,10014,########,1
135,"see what you do is Go through the connections diagram in aview guidelines file see if everything is in proper place, and do testing tomorrow",O,26,10014,########,10014,########,1
136,"you need to do all the checklist properly,",O,26,10014,########,10014,########,1
137,ok,N,26,10243,########,10243,########,1
138,wait iam restarting aview there is problem at my end,O,30,10014,########,10014,########,1
142,no si,N,32,10165,########,10165,########,1
143,no sir,N,32,10165,########,10165,########,1
144,and our sir,N,32,10165,########,10165,########,1
146,if you are not able to hear me then check your connections some problem at your end,O,32,10014,########,10014,########,1
148,will check and come back to you,N,33,10275,########,10275,########,1
151,now it is ok?,N,34,10209,########,10209,########,1
153,it it ok sir?,N,35,10042,########,10042,########,1
154,the problem is rectified now,N,35,10042,########,10042,########,1
158,video is ok,N,36,10014,########,10014,########,1
162,then will test you again,N,36,10014,########,10014,########,1
164,no,N,36,10014,########,10014,########,1
166,are you doing the testing from the classroom where you will conduct the workshop,O,37,10014,########,10014,########,1
167,hellooooo,N,37,10014,########,10014,########,1
169,hello,N,37,10345,########,10345,########,1
170,but the testing has to be done from the classroom where you will conduct the workshop,O,37,10014,########,10014,########,1
171,ok sir we will reach within five minutes,O,37,10345,########,10345,########,1
172,thank you sir,N,37,10345,########,10345,########,1
174,settings madhe nahi tar connections madhe problem aasel sir,O,38,10014,########,10014,########,1
175,ok,N,38,10014,########,10014,########,1
177,if you cant hear me then there some problem at your end,O,40,10014,########,10014,########,1
178,if u cant hear me then there is some problem at ur end,O,41,10014,########,10014,########,1
179,and also check if your adobe air is not updated by any chance,O,41,10014,########,10014,########,1
180,YOUR BANDWIDTH SEEMS TO BE LOW,O,42,10014,########,10014,########,1
181,yes your voice is coming,O,43,10014,########,10014,########,1
182,hellonhai,N,44,10051,########,10051,########,1
183,sorry,N,44,10051,########,10051,########,1
184,hello hai,N,44,10051,########,10051,########,1
186,if you are not able to hear me then problem in your bandwidth or you might have updated adobe air or there is some connection problem,O,45,10021,########,10021,########,1
187,hai sir,N,44,10051,########,10051,########,1
192,select iitbombay,N,49,10021,########,10021,########,1
193,for interaction,N,49,10021,########,10021,########,1
194,had selected,N,49,10192,########,10192,########,1
195,sir am able to see my document folder,O,49,10192,########,10192,########,1
197,but sameer sir file not their,O,49,10192,########,10192,########,1
198,is file with sameer sir?,O,49,10192,########,10192,########,1
200,as he is not came yet to center,N,49,10192,########,10192,########,1
201,no,N,49,10192,########,10192,########,1
202,select iitb,N,49,10021,########,10021,########,1
203,select iitbombay for interaction,N,49,10021,########,10021,########,1
204,We are ready,N,49,10192,########,10192,########,1
205,its better,N,49,10021,########,10021,########,1
206,ignore if only few are saying low,O,49,10021,########,10021,########,1
207,where is ppt,O,49,10192,########,10192,########,1
208,not in my documents,O,49,10192,########,10192,########,1
209,MAKE THE REMOTE CENTERS REALISE THERE ANSWERS ARE ALSO BEING SEEN BY YOU SO THAT THEY DONT FEEL DISCONNECTED,O,49,10021,########,10021,########,1
210,YOU NEED TO RIGHT CLICK ON DOCUMENT AND PRESS ALLOW DOWNLOAD,O,49,10021,########,10021,########,1
211,NOT THE CENTERS YOU,O,49,10021,########,10021,########,1
212,"YOU HAVE TO DO IT FROM YOUR SIDE FIRST, RIGHT CLICK AND ALLOW DOWNLOAD",O,49,10021,########,10021,########,1
213,YOU HAVE TO ALLOW THE DOWNLOAD FIRST FROM YOUR SIDE,O,49,10021,########,10021,########,1
214,YOU HAVE TO ALLOW THE DOWNLOAD FIRST FROM YOUR SIDE,O,49,10021,########,10021,########,1
215,YOU CAN SELECT THEM FROM YOUR SIDE,O,49,10021,########,10021,########,1
216,SIR IS THERE YOU CAN SELECT THEM NOW,O,49,10021,########,10021,########,1
217,CENTER NO. IS 1105,O,49,10021,########,10021,########,1
218,THERE IS A SEARCH OPTION ABOVE USER LIST,O,49,10021,########,10021,########,1
219,TYPE 1105,O,49,10021,########,10021,########,1
221,SLIDE NAME?,O,49,10021,########,10021,########,1
222,peer review,O,49,10192,########,10192,########,1
224,I NEED TO TAKE BACK CONTROL TO UPLOAD SLIDE,O,49,10021,########,10021,########,1
225,ok,N,49,10192,########,10192,########,1
226,DONE,N,49,10021,########,10021,########,1
227,ok,N,49,10192,########,10192,########,1
228,thank,N,49,10192,########,10192,########,1
229,HE IS THERE,N,49,10021,########,10021,########,1
230,sameer sir can add,O,49,10192,########,10192,########,1
231,we have some query,O,49,10192,########,10192,########,1
232,Hello Sir,N,50,11395,########,11395,########,1
234,"please sir , i am setting it",N,50,11746,########,11746,########,1
237,now i can see you,O,50,11395,########,11395,########,1
239,i am able to hear you,O,50,11395,########,11395,########,1
240,"OK , Sir,",O,50,11746,########,11746,########,1
241,Sir if you have any query then kindly let me know,O,50,11395,########,11395,########,1
244,i am sharing my screen with you,O,50,11395,########,11395,########,1
245,"OK, Thanks",N,50,11746,########,11746,########,1
247,Yes,N,50,11746,########,11746,########,1
249,Weekly assignment i am uploading in my website asWhats about evaluation,N,50,11746,########,11746,########,1
250,they are going to start it soon,N,50,11395,########,11395,########,1
251,It will be peer review,N,50,11395,########,11395,########,1
253,okay sir,N,50,11395,########,11395,########,1
255,yes sir,N,50,11395,########,11395,########,1
256,i too waiting for them,N,50,11395,########,11395,########,1
257,"OK Sir,",N,50,11746,########,11746,########,1
258,this session is needed to clarify our doubts,O,50,11395,########,11395,########,1
260,you can write here,N,51,11395,########,11395,########,1
261,hi,N,52,11395,########,11395,########,1
263,yes,N,51,11735,########,11735,########,1
266,"Sir , I am sukhen Das , faculty in dept. of cse at techno india ,salt lake",O,53,11929,########,11929,########,1
268,I am able to see you.,N,53,11415,########,11415,########,1
269,Fdp is good for me and with my career.,N,53,11929,########,11929,########,1
271,"if you want to share your experience, use general chat.",N,53,11415,########,11415,########,1
272,good evening madam,N,54,12598,########,12598,########,1
273,"in week2, video upload in wordpress is not published. may i know the reason madam",O,54,12598,########,12598,########,1
274,Hello Madam. Good Morning,N,55,12723,########,12723,########,1
275,Very Good Morning,N,55,11705,########,11705,########,1
276,"Presently, Aview says DB",O,55,11705,########,11705,########,1
278,Thats Ok,N,55,12723,########,12723,########,1
279,from kalasalingam university,N,55,12723,########,12723,########,1
280,yes sir,N,55,11705,########,11705,########,1
281,i have enabled video wall also,O,55,11705,########,11705,########,1
283,mam i am ale to see ur face,O,55,12723,########,12723,########,1
284,thanks madam,N,55,12723,########,12723,########,1
286,Hi,N,55,11705,########,11705,########,1
288,no madam,N,55,12723,########,12723,########,1
289,mam i heard your voice when you speak first,O,55,12723,########,12723,########,1
292,presently talking to another user,O,55,11705,########,11705,########,1
293,hi,N,56,13517,########,13517,########,1
294,hi sir,N,56,13514,########,13514,########,1
295,wait have video start kariyeee,O,56,13517,########,13517,########,1
297,Thats fine Mam. Let me in the cal.,N,55,12723,########,12723,########,1
298,ok sir,N,56,13514,########,13514,########,1
299,sir you are from which college?,O,56,13514,########,13514,########,1
300,wait let me explore this a view,O,56,13517,########,13517,########,1
301,Hi,N,55,11705,########,11705,########,1
302,hi,N,57,13512,########,13512,########,1
303,hi,N,60,13512,########,13512,########,1
304,hello ma'am,N,59,13513,########,13513,########,1
305,hii,N,57,13514,########,13514,########,1
306,hi,N,64,13028,########,13028,########,1
307,hi madam are you online,N,64,13028,########,13028,########,1
308,mam are you interact mentor,N,66,13988,########,13988,########,1
310,yes same problem,N,66,13988,########,13988,########,1
311,mam,N,66,13988,########,13988,########,1
312,here also same problem,N,66,13986,########,13986,########,1
313,we are nearing session end,O,66,13986,########,13986,########,1
317,"madam ,the grading for journal will be done later",O,67,11386,########,11386,########,1
318,once the grading starts you will be able to see them,O,67,11386,########,11386,########,1
319,welcome,N,67,11386,########,11386,########,1
320,submission and evaluation of website will be in fiifth week .they will ask for it,O,67,11386,########,11386,########,1
321,madam start the video from left top corner,O,67,11386,########,11386,########,1
322,madam switch on the audio,N,68,11386,########,11386,########,1
323,ask you question,N,71,11386,########,11386,########,1
324,Sir can we consider online quiz conduction as a part of ICT?,O,71,14323,########,14323,########,1
325,Hi Vikas U R not conected with video,O,72,11586,########,11586,########,1
326,ok Thank you sir !!,N,71,14323,########,14323,########,1
327,"Yes,this can be done through A-view,moodle or google form",O,71,11386,########,11386,########,1
328,"I am online, and try to intrect",O,72,14267,########,14267,########,1
332,Sir I have received your first mail but I have not received mail with Google form,O,71,14323,########,14323,########,1
333,ok i will send once more.you can also check the spam mails,O,71,11386,########,11386,########,1
334,ok,N,71,14323,########,14323,########,1
339,Sir I have filled Google form,O,71,14323,########,14323,########,1
341,switch on the video at top left corner of a view,O,73,11386,########,11386,########,1
342,sir I can hear you,O,71,14323,########,14323,########,1
344,yes sir,N,71,14323,########,14323,########,1
347,"good afternon,",N,75,11386,########,11386,########,1
349,good afternoon,N,75,14340,########,14340,########,1
350,"sir, start you video",O,75,11386,########,11386,########,1
353,ok. able to listen you sir.,O,75,14340,########,14340,########,1
355,hello,N,75,14340,########,14340,########,1
356,yes,N,75,14340,########,14340,########,1
358,video,N,75,11386,########,11386,########,1
359,left top corner there is a button,O,75,11386,########,11386,########,1
360,audio is clear sir,O,75,14340,########,14340,########,1
362,no,N,75,14340,########,14340,########,1
363,there can be insufficient band width,O,75,11386,########,11386,########,1
364,now you are visible,O,75,14340,########,14340,########,1
365,yes,N,75,14340,########,14340,########,1
366,start you video,O,75,11386,########,11386,########,1
369,hello sir,N,77,14321,########,14321,########,1
371,ok .you can ask any question if required,N,77,11386,########,11386,########,1
373,you have to check the web cam .it may be also due to band width problem,O,77,11386,########,11386,########,1
374,ok sir\,N,77,14321,########,14321,########,1
376,yes,N,77,11386,########,11386,########,1
379,let me connect again,O,78,11421,########,11421,########,1
380,I can see you in the video,O,78,14675,########,14675,########,1
382,it says user has not t selected video,O,78,11421,########,11421,########,1
384,no,N,78,11421,########,11421,########,1
385,hello mam this is Gokulakrishnan,N,79,14524,########,14524,########,1
386,hello sir,N,79,11385,########,11385,########,1
387,sir try hand raise,N,79,11385,########,11385,########,1
388,hi,N,80,14543,########,14543,########,1
391,hello sir,N,83,11591,########,11591,########,1
392,no idea sir,N,82,14668,########,14668,########,1
393,I am trying..,N,82,14668,########,14668,########,1
394,sir u der??,N,83,11591,########,11591,########,1
395,publish your video,N,84,11421,########,11421,########,1
397,no mam,N,84,11421,########,11421,########,1
400,you have an option on top as live quiz,O,84,11421,########,11421,########,1
402,if you have qestion paper u can use it directly,N,84,11421,########,11421,########,1
403,otherwise u can create QP,N,84,11421,########,11421,########,1
404,ok,N,84,14681,########,14681,########,1
408,i can see you,N,85,14685,########,14685,########,1
409,once you login toa-view at the left top corner you can see video,N,85,11421,########,11421,########,1
410,clickon it,N,85,11421,########,11421,########,1
412,it is asking valid bandwidth,O,85,14685,########,14685,########,1
413,above bandwidth there are 2 things,O,85,11421,########,11421,########,1
415,click on test,N,85,11421,########,11421,########,1
417,i did,N,85,14685,########,14685,########,1
419,hi,N,86,11394,########,11394,########,1
422,it was visible earlier..but some technical fault it is showing..let me try to resolve it,O,87,14862,########,14862,########,1
424,I can c u and hear u,N,89,11394,########,11394,########,1
425,Ok... No problem,N,87,11394,########,11394,########,1
426,HI,N,88,11394,########,11394,########,1
428,I can c u and hear u,N,88,11394,########,11394,########,1
431,Hello Prof. Gowthami,N,90,11394,########,11394,########,1
432,Hello sir,N,90,14836,########,14836,########,1
433,Kindly share your mobile number,N,91,11394,########,11394,########,1
434,9.95E+09,N,91,14877,########,14877,########,1
435,tq u sir,N,91,14877,########,14877,########,1
436,Hello Madam,N,92,15814,########,15814,########,1
440,hi,N,94,11392,########,11392,########,1
441,welcome,N,94,11392,########,11392,########,1
442,pls introduce urself,N,94,11392,########,11392,########,1
443,Hello Ma'am,N,94,15954,########,15954,########,1
444,I am Khushboo Pandey,N,94,15954,########,15954,########,1
445,I am an assistant professor in RKGITM Ghaziabad,N,94,15954,########,15954,########,1
446,hope u r doing well in this fdp,N,94,11392,########,11392,########,1
447,publish ur video,N,94,11392,########,11392,########,1
449,I can hear u,N,95,11392,########,11392,########,1
450,no mam,N,95,15951,########,15951,########,1
451,probably there is some issue of NET speed frm ur side,N,95,11392,########,11392,########,1
452,ok mam,N,95,15951,########,15951,########,1
455,ok mam,N,95,15951,########,15951,########,1
456,i have given you whatsapp no,N,95,11392,########,11392,########,1
457,we can chat thre also,N,95,11392,########,11392,########,1
458,see the extreme left,O,94,11392,########,11392,########,1
459,there is an icon of video,O,94,11392,########,11392,########,1
460,click on it,N,94,11392,########,11392,########,1
461,got it ma'm,N,94,15954,########,15954,########,1
462,ye mam,N,95,15951,########,15951,########,1
464,ma'am you are audible to me,O,94,15954,########,15954,########,1
465,this headphone will not work,O,94,11392,########,11392,########,1
466,until u test in the begining while starting a view,N,94,11392,########,11392,########,1
467,mam how can we mention creative common license on our video,N,95,15951,########,15951,########,1
468,ma'am I am trying to use another headphone,N,94,15954,########,15954,########,1
469,u will get it on internet and put the sign nand it means any one can use it,N,95,11392,########,11392,########,1
470,its a free resource,N,95,11392,########,11392,########,1
471,okk,N,94,11392,########,11392,########,1
472,"yes mam,so i have to mention it on web pages only",N,95,15951,########,15951,########,1
473,plz wait ma'am,N,94,15954,########,15954,########,1
474,I am trying,N,94,15954,########,15954,########,1
475,no its about the resource you create,N,95,11392,########,11392,########,1
476,ok mam,N,95,15951,########,15951,########,1
477,Ma'am there is a faculty Ms. Pragya from our college,N,94,15954,########,15954,########,1
478,she is also trying to contact you,N,94,15954,########,15954,########,1
479,but today she has no laptop,N,94,15954,########,15954,########,1
480,no ma'am,N,94,15954,########,15954,########,1
482,hi,N,96,11392,########,11392,########,1
483,hello maam,N,96,15956,########,15956,########,1
484,welcome,N,96,11392,########,11392,########,1
486,screen o matic,N,94,11392,########,11392,########,1
487,mam please write:,N,94,15954,########,15954,########,1
488,bandicom,N,94,11392,########,11392,########,1
489,ok mam,N,94,15954,########,15954,########,1
490,screen o matic works really well,N,94,11392,########,11392,########,1
491,go through my youtube videos,N,94,11392,########,11392,########,1
492,we came to know some software names in fdp lectures,N,94,15954,########,15954,########,1
493,u will see it works well,N,94,11392,########,11392,########,1
494,but there is no procedure how we can use them,N,94,15954,########,15954,########,1
495,simply start recording,N,94,11392,########,11392,########,1
496,with ur notes or presentation,N,94,11392,########,11392,########,1
497,ok.. ma'am,N,94,15954,########,15954,########,1
498,we will try,N,94,15954,########,15954,########,1
502,i will help,N,94,11392,########,11392,########,1
503,join me on whatsapp,N,94,11392,########,11392,########,1
504,ma'am can pragya mam from rkgitm interact with you from my login,N,94,15954,########,15954,########,1
505,yes,N,94,11392,########,11392,########,1
506,or she should login from her is,N,94,15954,########,15954,########,1
507,*id,N,94,15954,########,15954,########,1
508,betterv to login frm her id,N,94,11392,########,11392,########,1
509,ok mam,N,94,15954,########,15954,########,1
510,ma'am,N,94,15954,########,15954,########,1
511,there are several plougein,N,94,15954,########,15954,########,1
512,but i dont know how can I use them,N,94,15954,########,15954,########,1
513,is there any link or lecture series,N,94,15954,########,15954,########,1
514,for this,N,94,15954,########,15954,########,1
515,in wordpress,N,94,15954,########,15954,########,1
516,hello mam..pragya here,N,94,15954,########,15954,########,1
517,is there anything other than screencast that we have to do Pragya,N,94,15954,########,15954,########,1
518,hi,N,97,11392,########,11392,########,1
519,pls publish ur video,N,97,11392,########,11392,########,1
520,a view is not a screen cast software,N,95,11392,########,11392,########,1
521,it s used for live interaction,N,95,11392,########,11392,########,1
522,course journal on moodle?,N,97,15955,########,15955,########,1
523,no in ur g drive,N,97,11392,########,11392,########,1
524,ok,N,97,15955,########,15955,########,1
525,how can we create course journal on google drive?,N,97,15955,########,15955,########,1
526,is there any video regarding that,N,97,15955,########,15955,########,1
527,yes u must hav done in week 1,N,97,11392,########,11392,########,1
528,ok.. i got rememered,N,97,15955,########,15955,########,1
529,"Hi, GM",N,98,11617,########,11617,########,1
530,hello,N,99,11617,########,11617,########,1
531,please hand rise,N,100,11615,########,11615,########,1
532,please hand rise,N,101,11615,########,11615,########,1
533,so the question is blog is not visible?,N,98,11617,########,11617,########,1
534,ok,N,98,11617,########,11617,########,1
535,s sir,N,98,16063,########,16063,########,1
536,when you add blog in webpage,N,98,11617,########,11617,########,1
537,20.8.2017,N,98,16063,########,16063,########,1
538,you will find update option at right corner of page,N,98,11617,########,11617,########,1
539,i have added blog in my website,N,98,11617,########,11617,########,1
540,https://sanjumahawar.wordpress.com/,N,98,11617,########,11617,########,1
541,how to view others in my website blog what we added,N,98,16063,########,16063,########,1
542,hi,N,102,11616,########,11616,########,1
543,Deepti,N,102,11616,########,11616,########,1
545,hello mam,N,102,16019,########,16019,########,1
546,ya,N,102,16019,########,16019,########,1
547,good noon,N,102,16019,########,16019,########,1
548,good noon,N,102,11616,########,11616,########,1
550,ya,N,102,11616,########,11616,########,1
551,i dont know why,N,102,11616,########,11616,########,1
552,u can ask me in chat,N,102,11616,########,11616,########,1
553,whatever u want,N,102,11616,########,11616,########,1
554,no issues mam i think its a trial and testing of A-View,N,102,16019,########,16019,########,1
555,ok,N,102,11616,########,11616,########,1
556,have you gone through the course module,N,102,11616,########,11616,########,1
557,mam I think your vedio options have some problem,N,102,16019,########,16019,########,1
558,yes i have gone through,N,102,16019,########,16019,########,1
560,weekwise assignments were there,N,102,16019,########,16019,########,1
561,ok,N,102,11616,########,11616,########,1
562,you are from which state,N,102,11616,########,11616,########,1
563,we have to listen to vedios and answer them,N,102,16019,########,16019,########,1
3160,"If not kindlycheck your side audio connection, play any song in the pc and then identify your audio, I am audible to otther center, so no issue from my side",N,529,10021,########,10021,########,1
3162,okk,N,529,19444,########,19444,########,1
3183,i will update it,N,535,10257,########,10257,########,1
3184,after restart computer,N,535,10257,########,10257,########,1
3185,"uninstall a-view and adobe air both, then install aview and after installation do NOT update adobe air",N,535,10014,########,10014,########,1
3186,plz send A view new version link,N,535,10257,########,10257,########,1
3189,sandeep video stop karke start karo,N,537,10014,########,10014,########,1
3190,"Default version of Adobe Air is 17.0.0.172 which comes along with A-VIEWpackage and it is a run-time. Whenever it asks you to update the latestversion of Adobe Air, DON'T UPDATE NEW VERSION. If you do so, you may faceaudio video breaking issues.",O,538,10021,########,10021,########,1
3191,and for audio video connections please go through the A-VIEW guidelines file,O,538,10021,########,10021,########,1
3192,"Default version of Adobe Air is 17.0.0.172 which comes along with A-VIEWpackage and it is a run-time. Whenever it asks you to update the latestversion of Adobe Air, DON'T UPDATE NEW VERSION. If you do so, you may faceaudio video breaking issues.",O,539,10021,########,10021,########,1
3193,and for audio video connections please go through the A-VIEW guidelines file,O,539,10021,########,10021,########,1
3194,"Default version of Adobe Air is 17.0.0.172 which comes along with A-VIEWpackage and it is a run-time. Whenever it asks you to update the latestversion of Adobe Air, DON'T UPDATE NEW VERSION. If you do so, you may faceaudio video breaking issues.Teacher IIT Bombay:12:18:20 and for audio video connections please go through the A-VIEW guidelines file",O,540,10021,########,10021,########,1
3195,"Default version of Adobe Air is 17.0.0.172 which comes along with A-VIEWpackage and it is a run-time. Whenever it asks you to update the latestversion of Adobe Air, DON'T UPDATE NEW VERSION. If you do so, you may faceaudio video breaking issues.Teacher IIT Bombay:12:18:20 and for audio video connections please go through the A-VIEW guidelines file",O,541,10021,########,10021,########,1
3196,"Default version of Adobe Air is 17.0.0.172 which comes along with A-VIEWpackage and it is a run-time. Whenever it asks you to update the latestversion of Adobe Air, DON'T UPDATE NEW VERSION. If you do so, you may faceaudio video breaking issues.Teacher IIT Bombay:12:18:20 and for audio video connections please go through the A-VIEW guidelines file",N,542,10021,########,10021,########,1
3197,"Default version of Adobe Air is 17.0.0.172 which comes along with A-VIEWpackage and it is a run-time. Whenever it asks you to update the latestversion of Adobe Air, DON'T UPDATE NEW VERSION. If you do so, you may faceaudio video breaking issues.",N,543,10021,########,10021,########,1
3200,?,N,538,10021,########,10021,########,1
3201,Hope the audio issue is resolved if you were facing problem in the morning,O,541,10021,########,10021,########,1
3203,HELLO,N,544,10014,########,10014,########,1
3206,HERE,N,545,10014,########,10014,########,1
3209,no,N,548,20017,########,20017,########,1
3210,"then you might have updated Adobe Air,",O,548,10014,########,10014,########,1
3211,you should not update adobe air,O,548,10014,########,10014,########,1
3212,"Default version of Adobe Air is 17.0.0.172 which comes along with A-VIEW package and it is a run-time. Whenever it asks you to update the latest version of Adobe Air, DON'T UPDATE NEW VERSION. If you do so, you may face audio video breaking issues.",O,548,10014,########,10014,########,1
3213,"Default version of Adobe Air is 17.0.0.172 which comes along with A-VIEW package and it is a run-time. Whenever it asks you to update the latest version of Adobe Air, DON'T UPDATE NEW VERSION. If you do so, you may face audio video breaking issues.",N,549,10014,########,10014,########,1
3214,YES I CAN HEAR YOU,N,550,10014,########,10014,########,1
3216,ok,N,550,10147,########,10147,########,1
3217,OK,N,550,10014,########,10014,########,1
3220,OK,N,550,10014,########,10014,########,1
3221,"AUDIO VIDEO BREAKING, YOUR BANDWIDTH SEEMS TO BE LOW SIR",O,551,10014,########,10014,########,1
3222,OK,N,551,10014,########,10014,########,1
3223,YOU ARE AUDIBLE AND VISIBLE,O,551,10014,########,10014,########,1
3226,OK JUST MAKE SURE BANDWIDTH IS IMPROVED,O,551,10014,########,10014,########,1
3228,MY VOICE IS REACHING IS VERY LATE AT YOUR END,O,553,10014,########,10014,########,1
3229,PROBLEM IN YOUR BANDWIDTH,O,553,10014,########,10014,########,1
3230,AND YOU AUDIO IS VERY LOW,O,553,10014,########,10014,########,1
3231,NOT PROPER,N,553,10014,########,10014,########,1
3234,DO NOT UPDATE ADOBE AIR,N,554,10014,########,10014,########,1
3235,"ADOBE AIR VERSION SHOULD BE THE SAME THAT INSTALLED WITH AVIEW, NEVER UPDATE IT",N,554,10014,########,10014,########,1
3238,from last 10 min bandwidth problem,O,556,10109,########,10109,########,1
3239,before it is ok,N,556,10109,########,10109,########,1
3240,OK BUT WERE YOU ABLE TO HEAR ME,N,556,10014,########,10014,########,1
3241,yes sir,N,556,10109,########,10109,########,1
3242,now bandwidth ok,O,556,10109,########,10109,########,1
3243,>3MBps,N,556,10109,########,10109,########,1
3246,?,N,557,10014,########,10014,########,1
3247,no,N,557,19446,########,19446,########,1
3248,IF NOT THEN PLEASE CHECK ADOBE AIR,O,557,10014,########,10014,########,1
3249,YOU MIGHT HAVE UPDATED ADOBE AIR WHICH SHOLD NOT BE UPDATED,O,557,10014,########,10014,########,1
3250,not updated,N,557,19446,########,19446,########,1
3251,SIR YOUR BANDWIDTH IS VERY LOW,O,558,10014,########,10014,########,1
3252,VIDEO IS FREEZING,O,558,10014,########,10014,########,1
3253,r u getting our vido,O,557,19446,########,19446,########,1
3254,hello sir,N,557,19446,########,19446,########,1
3255,YOU ARE AUDIBL,O,558,10014,########,10014,########,1
3256,wait,N,558,10123,########,10123,########,1
3257,BUT AS YOUR DOWNLOAD BANDWIDTH IS LOW,O,558,10014,########,10014,########,1
